Segment,Segment Name,Time Period,date_end,Date End,FY,Date Month,Avg Paid Invoice Amt,Avg SR Amt,Avg. Intuit Paid Inv Amt,Avg. Intut Paid SR Amt,Eco Invoice Actives 31D,Intuit Paid Inv per Active,Intuit Paid SR per Active,cc_actives_31d,active_cohorted_churn,passive_cohorted_churn,hvc_cohorted_churn,non_hvc_cohorted_churn,active_cohorted_churn_py,passive_cohorted_churn_py,hvc_cohorted_churn_py,non_hvc_cohorted_churn_py,qbo_active_cohorted_churn,qbo_active_cohorted_churn_py,pymt_active_cohorted_churn,pymt_active_cohorted_churn_py,Eco TPV 31d Absolute,CC TPV 31d Absolute,ACH TPV 31d Absolute,Eco Actives 31d Absolute,Eco Txns 31d Absolute,CC Txns 31d Absolute,ACH Txns 31d Absolute,Eco Invoice Amount 31d Absolute,Eco Sales Receipt Amount 31d Absolute,Eco Recurring Invoice Amount 31d Absolute,Eco CP Recurring Invoice Amount 31d Absolute,Eco Non-Recurring Invoice Amount 31d Absolute,Eco CP Amount 31d Absolute,Eco Non-CP Amount 31d Absolute,Eco Invoice Txns 31d Absolute,Eco Sales Receipt Txns 31d Absolute,Eco Recurring Invoice Txns 31d Absolute,Eco CP Recurring Invoice Txns 31d Absolute,Eco Non-Recurring Invoice Txns 31d Absolute,Eco CP Txns 31d Absolute,Eco Non-CP Txns 31d Absolute,31d Active Repeat Absolute,31d Active Lapse Absolute,31d Active Resurrect Absolute,31d Active GNA Absolute,31d Repeat CV Absolute,31d Lapse CV Absolute,31d Resurrect CV Absolute,31d GNA CV Absolute,31d Repeat Txn Absolute,31d Lapse Txn Absolute,31d Resurrect Txn Absolute,31d GNA Txn Absolute
100% SR TPV,Billing & Receipt Channel Mix,Month,2024-09-30,2024-09-30,FY25,9,11335.09217,376.717356,null,570.2757032,0,null,22.75321176,17188,1,1,1,1,1,1,1,1,1,1,1,1,329105253.1,197489254.6,95860961.79,18295,557773,303426,61098,0,336428712,0,0,0,98829663.27,238650885.9,0,432275,0,0,0,52318,420480,13943,0,2409,752,221190856,0,9750635,4587922,368705,0,8009,2858
70% to <100% Invoice TPV,Billing & Receipt Channel Mix,Month,2024-09-30,2024-09-30,FY25,9,928.472456,275.53853,715.1073523,290.9109795,27900,49.67907695,9.463946955,17611,1,1,1,1,1,1,1,1,1,1,1,1,1085491935,568043210.1,323341305.9,18609,1576289,846476,204104,613118018.7,72216929.5,78335164.6,60183495.27,890340520,630836716.1,356825195.6,943436,182726,219787,132383,1035165,688800,623097,15684,0,391,606,728637312,0,3939056,8607275,1116502,0,2835,7068
70% to <100% Web TPV,Digital Platform Distribution,Week,2024-10-05,2024-10-05,FY25,10,889.5110164,249.897938,807.0664517,289.0937822,55233,40.1646477,4.926200213,34000,1,1,1,1,1,1,1,1,1,1,1,1,1799315746,974034542,607875490.9,36419,2433211,1276975,307776,1069949576,69097562.47,103823791.3,84505794.79,1599349105,1194050832,446909500.7,1517112,186427,301500,199334,1757634,1200216,765634,32163,0,1078,796,1252993881,0,11727602,13285100,1669237,0,5548,9803
Unclassified,Digital Platform Distribution,Week,2024-10-05,2024-10-05,FY25,10,991.836497,344.668322,585.1355502,406.7768978,23640,16.74831138,42.56673845,33100,1,1,1,1,1,1,1,1,1,1,1,1,1025012866,618014457.9,295587019.2,34400,2293981,1245258,257844,134580845.1,848462619.5,26137952.35,22851932.92,184044957.9,283132604.3,780932051.6,254556,1517653,79296,53150,274256,282319,1658161,27597,0,3256,1135,671946537,153,15284657,8912350,1517110,83,19844,8862
100% Mobile TPV,Digital Platform Distribution,Week,2024-10-05,2024-10-05,FY25,10,1254.828306,476.343927,953.7222097,null,60282,7.033871212,0,37239,1,1,1,1,1,1,1,1,1,1,1,1,405380800.5,232396901,108843949.5,39837,383876,215699,42312,246420167.7,0,2985.6,3258.4,384706965.2,321598308.5,24351132.83,277459,0,8,7,376822,287244,29693,27515,0,8395,1887,231697764,0,28923758,8680602,249406,0,12684,3690
100% Web TPV,Digital Platform Distribution,Week,2024-10-05,2024-10-05,FY25,10,1669.054035,404.34307,1436.938165,null,550957,13.27430137,0,344514,1,1,1,1,1,1,1,1,1,1,1,1,10393358453,4126103704,4452816374,365693,6818145,3185337,1250451,6268610371,0,434293241.5,381564108.7,9656497093,7985812687,1277135634,5001309,0,657065,404168,5785703,4361738,1213752,276059,0,56158,13377,6682115886,0,352206517,112579454,4616730,0,106197,42321
70% to <100% Mobile TPV,Digital Platform Distribution,Week,2024-10-05,2024-10-05,FY25,10,883.6820471,234.21299,742.0276673,227.6531376,14413,19.75987592,0.4203790453,8904,1,1,1,1,1,1,1,1,1,1,1,1,204963293.7,121918991.7,58022993.7,9621,279708,163773,26859,123899758.9,1216620.38,799986.8,756777.59,201820400.5,161115637,23838548.9,187987,3858,3735,2739,259570,190066,39705,7867,0,461,215,140713928,0,3955240,1752681,195086,0,1635,1244
Cross-Platform Blended,Digital Platform Distribution,Week,2024-10-05,2024-10-05,FY25,10,1129.061965,464.16971,941.6161474,205.4930333,18602,15.63848456,0.2198831628,11679,1,1,1,1,1,1,1,1,1,1,1,1,279363575.2,152718521.9,85240601.3,12845,292163,158148,32866,169670170.6,756281.15,3746410.2,3371050.59,252110779.1,214232317.4,25143363.99,202344,2973,17017,12491,246842,194605,37455,10393,0,922,278,177272515,0,7195259,2187878,202555,0,2983,1540
100% Invoice TPV,Billing & Receipt Channel Mix,Week,2024-10-12,2024-10-12,FY25,10,1892.802017,327.115843,1333.991028,null,664850,12.92949555,0,416711,1,1,1,1,1,1,1,1,1,1,1,1,11541920792,4862352148,4919097346,448742,8265073,4003419,1412319,7227145573,0,451889523.4,405546235,10547788619,8758449405,1442519949,5989076,0,754808,479996,7378824,5613142,1428514,334499,0,62746,15649,7412978534,0,375272379,123138590,5636547,0,124313,46429
70% to <100% Invoice TPV,Billing & Receipt Channel Mix,Week,2024-10-12,2024-10-12,FY25,10,965.5636609,310.38831,734.8464616,276.4264779,29217,52.84768516,9.726820568,18445,1,1,1,1,1,1,1,1,1,1,1,1,1144981227,617436679.5,353529060.4,19178,1682406,896064,214601,661282151.7,74008571.3,77446805.53,61881795.97,958079463.6,668257407.5,364789425,1022899,195664,231514,135844,1140841,764815,659136,16940,0,403,623,754941786,0,4223810,9186911,1160918,0,2597,7862
Other Mixed,Billing & Receipt Channel Mix,Week,2024-10-12,2024-10-12,FY25,10,1117.023377,346.651665,570.8617121,333.5382259,23391,16.16179056,62.12247803,15034,1,1,1,1,1,1,1,1,1,1,1,1,669591954.5,398345937.7,193885620.6,16377,1681343,922674,197788,126192652.8,475778667.8,25495270.74,22946608.31,178270219.7,171792302.9,523937755.8,250618,1022167,74801,50670,253368,216425,1203507,13622,0,536,337,448872047,588,4023519,5268305,1133147,288,8603,6018
100% SR TPV,Billing & Receipt Channel Mix,Week,2024-10-12,2024-10-12,FY25,10,9095.35718,387.423753,null,604.8714435,0,null,23.08103577,17799,1,1,1,1,1,1,1,1,1,1,1,1,334048060.7,196722948.1,96904733.58,18528,554508,292309,56584,0,357576759.2,0,0,0,101279104.1,234389491.8,0,424139,0,0,0,54772,417951,14190,0,2459,852,214089764,0,10812298,5554199,360923,0,8156,3331
Other Mixed,Managed Pay & Batch Processing,Week,2024-10-12,2024-10-12,FY25,10,1655.502115,336.968892,1252.439233,401.4564465,722252,15.19581394,3.255680423,475192,1,1,1,1,1,1,1,1,1,1,1,1,13971946129,6255926897,5574997618,485120,12323548,6031821,1860434,8200865240,876733395,543050590.4,495584699.9,11846026689,10218812348,2521949693,7146462,1665073,1038767,671759,8569987,6519936,3710045,373486,0,66218,17501,9297124883,579,403394181,139799891,8540628,277,144568,65413
Batch Auto-Entry,Managed Pay & Batch Processing,Week,2024-10-12,2024-10-12,FY25,10,3254.663382,516.69791,null,null,0,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIP 100%,Managed Pay & Batch Processing,Week,2024-10-12,2024-10-12,FY25,10,4.301232592,null,10.97663188,null,5,1,0,3,null,1,null,1,null,null,null,null,null,null,null,null,74.77,0,56.65,3,16,0,9,37.85,0,0,0,59.23,52.75,0,4,0,0,0,5,4,0,0,0,0,3,0,0,0,59,0,0,0,5
Growing (12-24 months),New Acquisition Cohort,Week,2024-11-30,2024-11-30,FY25,11,1820.002955,327.575419,1345.648286,448.0538319,128734,11.93247778,1.944979323,82874,1,1,1,1,1,1,1,1,1,1,1,1,2055963970,896593902.7,801677873.6,85189,1607851,853529,237342,1167179469,103907177.9,69658906.02,61940888.4,1837899586,1471592285,305601520.5,1021709,172775,125549,84636,1202147,920406,403637,66798,0,13246,0,1308065012,13,73332943,0,1150850,11,25277,0
Unclassified,New Acquisition Cohort,Week,2024-11-30,2024-11-30,FY25,11,2244.611882,817.564964,2138.159306,517.3399531,1955,9.754185455,3.788169551,1254,1,1,1,1,1,1,1,1,1,1,null,null,47520214.8,23052344.86,16903848.78,1370,31928,17701,3012,24358369.35,3340629.85,443148.51,289746.85,39739343.55,32726379.6,7258147.73,12831,5272,515,280,16774,14078,6389,1007,0,0,0,30294429,1,0,0,21185,1,0,0
New (0-12 months),New Acquisition Cohort,Week,2024-11-30,2024-11-30,FY25,11,1600.053496,353.056838,1231.912949,440.3265791,171345,8.822459747,1.528000767,106983,1,1,1,1,1,1,1,1,1,1,1,1,1843241993,971614714.4,608647394.2,112466,1581821,852636,189469,1042393125,103190222.9,51558178.46,47264755.95,1632197743,1345867050,292876146.8,995195,174283,111071,68036,1180505,911992,399952,74975,0,16107,15874,1094983341,35,80413492,122869085,1033407,37,31246,56163
Established (24+ months),New Acquisition Cohort,Week,2024-11-30,2024-11-30,FY25,11,1613.676405,260.982547,1240.737933,404.4887214,422373,17.20309915,4.228952294,279102,1,1,1,1,1,1,1,1,1,1,1,1,9320841423,3825294131,3997354563,291773,8610624,3927035,1401387,5225384913,642692053.5,426999642.3,363935711.3,7816408918,6584731610,1905335065,4675470,1246798,824743,494697,5764271,4267888,2639397,231373,0,33489,0,6191864512,237,209513181,0,5848844,111,69996,0
All Segments,Aggregate,Week,2024-11-30,2024-11-30,FY25,11,1666.940899,373.719983,1230.899548,406.591016,731261,14.28947643,3.137973887,454523,1,1,1,1,1,1,1,1,1,1,1,1,13279702933,5660436193,5242332589,503356,11868916,5906985,1853096,7658220071,877032158.4,563523667.5,468951583.1,11666164999,9353007053,2464331291,6933608,1559507,1049408,664563,8316236,6242696,3546221,387424,0,63711,16111,8792229172,293,354948271,126137471,7757049,152,127748,57082
Unclassified,Bank Transfer & Card Distribution,Week,2024-12-07,2024-12-07,FY25,12,2298.884799,490.109577,null,null,0,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bank & Card Blended,Bank Transfer & Card Distribution,Week,2024-12-07,2024-12-07,FY25,12,1562.781031,364.781699,1299.502366,507.7957137,78347,19.86160204,3.542772408,49224,1,1,1,1,1,1,1,1,1,1,1,1,2096563074,966452095,750713867.2,52434,1681787,701397,344060,1153121846,124526003.2,107980602.8,90406479.5,1710283742,1448480689,361910810.4,1044847,179767,174573,109918,1186789,926683,432105,43464,0,2355,660,1346726813,0,19066680,10541275,1141224,0,8113,4773
ACH between 70% to <100%,Bank Transfer & Card Distribution,Week,2024-12-07,2024-12-07,FY25,12,2590.286198,388.780028,2140.211792,646.4435587,65368,20.70542271,4.290224494,43544,1,1,1,1,1,1,1,1,1,1,1,1,3180831516,325776107.2,2080994675,44529,1545177,249164,677156,1862026456,171501189.1,133700654.1,116107931.8,2755518547,2314479758,396010453.9,925962,188674,171732,100929,1083924,875778,417921,38676,0,1949,463,2115041096,0,29349345,10321332,1096501,0,6870,3004
CC between 70% to <100%,Bank Transfer & Card Distribution,Week,2024-12-07,2024-12-07,FY25,12,776.8618716,222.076286,676.6292857,301.7624314,107884,37.7571442,6.919142221,67532,1,1,1,1,1,1,1,1,1,1,1,1,2772324395,2304262637,258208365.4,70485,4541463,2758274,254330,1637914858,203750193.4,143779151.8,114240210.6,2397290799,1836477285,782291867.9,2635468,488535,498386,320483,3075499,2379055,1329626,64143,0,1622,581,1953391334,0,17335804,10858325,3124085,0,11082,10274
CC 100%,Bank Transfer & Card Distribution,Week,2024-12-07,2024-12-07,FY25,12,1202.790809,286.565744,923.3262924,300.3747837,305071,7.209820779,2.825345497,209569,1,1,1,1,1,1,1,1,1,1,1,1,2309032498,2162385492,0,221323,2943544,2064695,0,1228864302,253935529.7,40090362.64,30576027.68,1954993677,1437024367,737756911.5,1584304,626939,92491,51023,1928303,1264133,1195863,152034,0,42481,10574,1374066908,171,148156675,56057763,1972724,103,80049,33050
Non-MAIP & Mixed ACH 100%,Bank Transfer & Card Distribution,Week,2024-12-07,2024-12-07,FY25,12,3676.044714,472.649873,3275.004414,989.1387011,147493,6.139261439,0.7349100004,96241,1,1,1,1,1,1,1,1,1,1,1,1,3058421432,0,2269415415,101861,952554,0,545009,1817630700,102633457.8,142201171.5,136769235.3,2626111030,2496572886,177906369.4,601019,72091,112313,77024,701137,637280,144607,76650,0,17902,3366,1914873463,9,159038003,39123024,629852,8,27938,7062
MAIP 100%,Bank Transfer & Card Distribution,Week,2024-12-07,2024-12-07,FY25,12,4106.510587,247.590201,3215.627187,2956.262314,2287,1.743010055,0.0023618466,1434,1,1,null,1,null,null,null,null,1,null,1,null,12429628.32,0,9056312.3,1501,3762,0,2129,7761866.35,7570,66710.41,71959.22,11643857.61,10615842.44,0,2605,2,81,69,3533,3059,0,304,0,1069,228,1628960,0,5956537,1576108,595,0,1429,363
Growing (12-24 months),New Acquisition Cohort,Week,2024-12-21,2024-12-21,FY25,12,1903.879638,367.110952,1313.071911,431.8636321,127531,11.53770881,1.958798653,83759,1,1,1,1,1,1,1,1,1,1,1,1,2048845150,929722654.9,794974393.2,91127,1699981,852090,232293,1241201014,107466650,69910187.25,64041909.54,1790553550,1525795161,307307249.8,1020196,181006,131697,88074,1218613,949811,427859,69762,0,14445,0,1373555904,17,88081687,0,1145540,11,29108,0
Unclassified,New Acquisition Cohort,Week,2024-12-21,2024-12-21,FY25,12,2680.205496,773.42105,2220.785648,614.4592515,1914,9.65817547,3.005476935,1255,1,1,1,1,1,1,1,1,1,1,null,null,45674611.61,21298003.05,17313335.84,1308,29775,16619,3029,25021940.91,3923346.69,496282.57,350823.38,38636448.14,31961738.71,6917506.1,12236,3881,589,303,16160,13321,5258,958,0,0,0,30093396,0,0,0,19828,0,0,0
New (0-12 months),New Acquisition Cohort,Week,2024-12-21,2024-12-21,FY25,12,1854.981382,452.40073,1245.193463,422.5008067,172986,8.494829096,1.44250382,110639,1,1,1,1,1,1,1,1,1,1,1,1,1902437810,975763491.3,622039616.1,118395,1594339,866322,200496,1087207596,99792232.96,53197297.05,49350334.32,1633716108,1422133124,280566895.2,965605,177164,109766,71835,1192610,909299,397537,77293,0,16959,17005,1100702580,54,86836895,135805149,1023309,42,31225,56924
Established (24+ months),New Acquisition Cohort,Week,2024-12-21,2024-12-21,FY25,12,1833.525858,377.327757,1246.499429,406.5278956,432262,16.95468153,3.936603895,275548,1,1,1,1,1,1,1,1,1,1,1,1,9890810136,3861500076,4085585932,293941,8568453,4098302,1364219,5566404255,674968229.8,451940588.6,381683633.4,8037777158,6821115201,1935403539,4881891,1217318,824297,507982,5581505,4146669,2724158,236000,0,35488,0,6210326039,41,233043197,0,5821323,29,76422,0
Unclassified,Bank Transfer & Card Distribution,Week,2025-01-11,2025-01-11,FY25,1,2652.264234,526.851669,null,null,0,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bank & Card Blended,Bank Transfer & Card Distribution,Week,2025-01-11,2025-01-11,FY25,1,1671.141843,355.213297,1238.684266,500.742021,73711,18.93342692,3.41851286,47139,1,1,1,1,1,1,1,1,1,1,1,1,1833014616,873607131.1,668567473.2,51495,1563443,635867,334340,1061670841,118953714.4,108213157.3,96999125.88,1494233471,1305309613,363767769.6,928034,174043,183075,111882,1040432,866317,425248,43586,0,2256,624,1211729388,6,18907000,11750589,1090432,5,8312,4442
ACH between 70% to <100%,Bank Transfer & Card Distribution,Week,2025-01-11,2025-01-11,FY25,1,2755.626157,463.80266,2194.641438,678.60902,65806,19.40289389,3.907225486,42577,1,1,1,1,1,1,1,1,1,1,1,1,2840193096,294004603.2,1886999047,43983,1457077,220112,595461,1580664458,168069948,130182438.7,116138006.6,2448115496,2054746993,385247238.3,838786,178690,172384,105314,941222,763973,382832,38778,0,1980,451,1861305376,0,29335123,9692849,952871,0,7777,3388
CC between 70% to <100%,Bank Transfer & Card Distribution,Week,2025-01-11,2025-01-11,FY25,1,858.8778004,293.611342,658.4258535,299.4738018,102688,35.4881446,6.698846367,64731,1,1,1,1,1,1,1,1,1,1,1,1,2549508019,2036916027,227865236.2,67060,4067606,2478089,239144,1389207183,186367037.9,154279464.7,123404014.6,2048554176,1592255211,682004995,2399718,459902,559079,343526,2608384,2092180,1158718,59731,0,1687,686,1648320722,0,17573973,11844001,2688246,0,16145,13131
CC 100%,Bank Transfer & Card Distribution,Week,2025-01-11,2025-01-11,FY25,1,1196.443774,352.633405,960.1455982,319.2256339,310120,6.675956978,2.395278546,201300,1,1,1,1,1,1,1,1,1,1,1,1,2061332423,1945953760,0,220898,2566343,1821028,0,1136825582,229529947,40388450.66,30736026.37,1743122815,1266879031,679417459,1363896,538727,89732,51633,1801596,1137336,1023571,150032,0,40152,10818,1236551824,61,137199968,52721600,1682821,48,65443,30218
Non-MAIP & Mixed ACH 100%,Bank Transfer & Card Distribution,Week,2025-01-11,2025-01-11,FY25,1,4272.783288,690.796405,3269.934278,1028.046538,151185,5.812543103,0.7081408073,97862,1,1,1,1,1,1,1,1,1,1,1,1,2842038607,0.01,2172508145,101928,915616,1,506422,1635527389,102648331.6,159361048.3,146552158,2407648071,2314024622,198328047.3,600769,75462,125129,84133,679595,599586,149885,76187,0,17454,3552,1791801710,9,173384952,40606436,609052,7,31750,8068
MAIP 100%,Bank Transfer & Card Distribution,Week,2025-01-11,2025-01-11,FY25,1,4119.96462,378.240875,3277.327315,3548.594251,10270,1.815811743,0.0081539108,6253,1,1,1,1,null,null,null,null,1,null,1,null,62287837.14,0,45322541.92,6617,18362,0,10048,36821716.64,295984.91,1100451.1,1283369.52,58853135.2,52971499.43,0,12583,58,556,492,16476,14369,0,1930,0,4015,894,15593382,0,22496917,6967481,4774,0,5473,1487
70% to <100% Web TPV,Digital Platform Distribution,Week,2025-01-18,2025-01-18,FY25,1,1053.940839,304.891047,786.5809598,299.9822243,47406,36.55050713,4.443935301,29670,1,1,1,1,1,1,1,1,1,1,1,1,1402679408,754760337.3,477289168.4,31460,1899864,989662,254943,823285295.2,58313168.67,103452078.2,87876076.02,1176719777,921952641.3,374670098.6,1160093,146392,318512,199212,1311343,953315,586839,27390,0,863,705,954370004,0,8134015,9800730,1246718,0,4747,10873
Unclassified,Digital Platform Distribution,Week,2025-01-18,2025-01-18,FY25,1,1085.350686,441.87908,555.5298211,437.034494,22502,15.35931775,35.32336647,32346,1,1,1,1,1,1,1,1,1,1,1,1,953026636.7,515719699.1,274758867.1,33883,1915478,1001801,262892,122359865.6,753920695.4,30152884.15,26711637.26,158868273.4,242010893.6,679116030,245217,1287257,89288,57819,230215,263184,1428464,27160,0,2757,1186,620213624,121,13178654,10709692,1337270,112,9695,9642
100% Mobile TPV,Digital Platform Distribution,Week,2025-01-18,2025-01-18,FY25,1,1391.048018,218.348935,982.2626287,null,64429,6.040580639,0,41677,1,1,1,1,1,1,1,1,1,1,1,1,383870863,224699700.6,110280326.4,43408,370978,212397,43430,235796195.1,0,16767.53,25,357028093.4,304721815,24648480.5,272030,0,4,1,357921,279193,32921,32170,0,7731,1801,236034871,0,27033612,7936992,253176,0,11944,3861
100% Web TPV,Digital Platform Distribution,Week,2025-01-18,2025-01-18,FY25,1,2026.367648,429.49558,1467.108685,null,549493,11.41325029,0,340271,1,1,1,1,1,1,1,1,1,1,1,1,9076058515,3377405292,3870218531,364362,5886951,2624199,1102968,5515241757,0,470699550.9,403182509,8167344762,6813220049,1177687396,4229194,0,728809,430063,4747716,3774094,1072318,273876,0,52769,13601,5518695589,0,331477354,108430981,3918341,0,105788,43838
70% to <100% Mobile TPV,Digital Platform Distribution,Week,2025-01-18,2025-01-18,FY25,1,1165.739881,345.159949,820.4378265,270.5628148,10261,16.82268162,0.4651423368,6613,1,1,1,1,1,1,1,1,1,1,1,1,144140363.3,82632710.51,41498849.75,6837,166705,96523,17166,88395991.97,1221766.32,685735.23,615590.45,133619259.4,107766745.3,15684724.34,114277,3430,3474,2320,150563,111960,25858,5975,0,364,190,93726829,0,3035825,1160004,115531,0,1271,1108
Cross-Platform Blended,Digital Platform Distribution,Week,2025-01-18,2025-01-18,FY25,1,1403.041165,353.701537,957.5912277,255.1260164,14733,13.63382491,0.216646439,9615,1,1,1,1,1,1,1,1,1,1,1,1,197021903.6,102972265.1,64129056.09,10256,205890,107595,24337,120577967.8,641258.83,4029115.56,3869310.71,185627680.1,149515186.9,17981571.73,141905,2115,17661,12454,170009,139470,27367,8333,0,702,189,129864637,0,4450925,1650785,139817,0,2040,1240
100% Invoice TPV,Billing & Receipt Channel Mix,Week,2025-02-01,2025-02-01,FY25,2,1768.758185,366.75088,1334.427222,null,685207,11.62728959,0,433077,1,1,1,1,1,1,1,1,1,1,1,1,11133859111,4611643402,4715283660,434695,7814580,3654636,1392697,6482603529,0,500224401,434274039.8,10124616193,8426488299,1365767416,5594425,0,829374,533033,6739414,5136898,1379186,328836,0,70681,18906,7006489444,0,436072379,165205393,5144905,0,155142,71998
70% to <100% Invoice TPV,Billing & Receipt Channel Mix,Week,2025-02-01,2025-02-01,FY25,2,808.0015698,234.426313,668.4320051,293.4658398,29741,51.22774259,8.727785814,18593,1,1,1,1,1,1,1,1,1,1,1,1,1093495195,585141216.6,326596278.7,19187,1662486,887042,213068,605560001.5,68513614.6,100168171.5,79946326.11,847425820,611904317,373050051.9,983081,183995,266360,168042,1098953,765776,636298,16432,0,466,876,714730334,0,4038189,12796751,1172630,0,4350,14480
Other Mixed,Billing & Receipt Channel Mix,Week,2025-02-01,2025-02-01,FY25,2,1011.576274,367.5105,549.2790559,375.2669894,23669,16.43538478,56.55355094,15012,1,1,1,1,1,1,1,1,1,1,1,1,693100340.4,401370391.5,195822513.7,16108,1585020,795106,216236,131231965.7,487887430.9,30622456.43,27209071.36,170968627.6,170031463.8,527633549.3,259018,925699,85645,56982,255676,219138,1078595,13995,0,575,446,461146716,138,4503697,6129922,1059916,124,5397,9130
100% SR TPV,Billing & Receipt Channel Mix,Week,2025-02-01,2025-02-01,FY25,2,6196.344462,366.685599,null,603.1373898,0,null,20.55718924,17171,1,1,1,1,1,1,1,1,1,1,1,1,329383972.8,187466118.7,93404865.88,18985,493890,268612,55301,0,319576979.8,0,0,0,97760406.68,226778575.4,0,404578,0,0,0,56457,370231,13553,0,2840,1021,201966076,0,12289819,6106989,345117,0,7931,4004
All Segments,Aggregate,Week,2025-02-08,2025-02-08,FY25,2,1550.978002,388.708063,1196.236168,405.7501694,712644,14.29080356,2.918295526,474438,1,1,1,1,1,1,1,1,1,1,1,1,13519437747,5891353032,5342646288,512960,11930684,5746120,1881059,7390457492,874206657,609958902.1,547887611.5,11052759703,9150170750,2492221451,7044229,1590179,1119967,705227,8095210,6020230,3519271,377074,0,79248,21778,8638697035,101,471841196,184800198,7753451,108,180248,90119
